Score,Genres,Name,Description,Image_url
6.11,"['ゲーム', 'コメディ', 'エッチ']",ヴァイス・サヴァイヴ,"Takeshi was just an ordinary guy until a perfectly innocent study session with Michi - the most beautiful girl in the school - ended up with him being mysteriously transported into the strange dimension known as the Weiss Schwarz Battle Space. Once there, a crazy but enthusiastic old man informs him that he is the chosen warrior and must win a succession of card battles to get back home. The only problem: he doesn't know how to play! However, with the expert Michi ready to teach him the ins and outs of this bizarre and improbably slapstick card game, Takeshi will learn the ropes and get ready for the card battle of a lifetime. Assuming he survives the training... (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1CROubRnqp0a8lc9vDDS-lAY7AB0-ZjPxi7Xye_xu0wm9U4TgWke3wHS2oRWPNFsiwo2D7F9Mww32s_96b4f7LszzCbZENTza-YgU3U-_hFhWxamlc3fUVQpg9OVjrz7RQx0V7tfujTsouQqq-Jg-IaTtnWiVFvMmePQRje8cZjCB2w3FrzUpCX8PipGXQ9lLHi8T5U242-WzcLwKV2U6fksFYXWjHDm-g2mQXwJkQ7GKSlO7RsCQ38ZRkMBVUyjA==/512y3vYLwoL.jpg
6.13,"['アクション', 'ロボット', '超能力', 'SF']",サイコアーマー ゴーバリアン,"The Garadain Empire has exhausted the primary resources of their native planet, so they send different space expeditions to find a new world where to live. One of their main objectives is planet Earth. However, Zeku Alba, an alien scientist, decides to rebel against the imperial rule and flees towards the Earth, where he gathers a group of youngs gifted with the power of ""psychogenesis"", an ability that consists in creating solid matter from mental energy. The most gifted of the squadron is Isamu, a young orphan whose family was killed in the first attack of the Garadain Empire. He is able to generate the powerful robot Govarian, an armor with which he can battle the alien monsters and is able to regenerate thanks to the psychic energy of the pilot. Helped by two other robots created by his team-mates, Isamu, aboard the robot Govarian, defends the Earth in the long war against the alien invaders. (Source: Wikipedia)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slslrBZ7TMfLaWR3xwKP77MBGznqSE7-NilOFFtsJMmZi6jwsoXoCNNEU8QlWiBt2EO_ibG5RliaWqDzeUJS8HMa3dlOHFBVJJfe581DtetMro_0FF0Zvoxji8XQdhNl6aq63D2nky9Eq0nEeAqwwgeyBNbn85IjocJj_viQfzqIlynGHN2JGzhRPVdxvI8sG8yKpKwUDKhjneNlJUM3f9vZQ==/51JrR8lZkxL._SL500_.jpg
5.87,"['アクション', 'SF', '宇宙', '超能力']",遊星少年パピイ,Tells the story of a member of the Universal Peace Corps from the Planet Radion coming to Earth on a mission to determine if this world meets standards for membership in the Galactic Union of Worlds and assist its inhabitants during his stay. While on his mission Prince Planet adopts the identity of an Earth boy named Bobby and gains comrades who work together alongside him combating evil forces both alien and terrestrial. (Source: Wikipedia),https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-sls2zG1-Kk_qgfFEX0wsViay3PEPK3FvXT2CkuTKOLCx-7xekkVSLCfzW8WIi7__njJ_ozt4jeMC7ch2A8SmqoAYk4rq0a0jGXsPcQJ4hSmoJ97N3WshyBIZ2Uro-X7bGbbbKJzW-TyTIYL7_0Muv0O9WfPpg1a6fNC609eA_uZrxhWruq6_XawjSlKEmyf53Q0_t1yIaAv-MvvxEeBSChyrg==/81ITh-rhP3L._AC_SL1500_.jpg
6.2,['ホラー'],学校のコワイうわさ　花子さんがきた！！,"Based on the short story ""Ghost Toilet"" from Toru Tsunemitsu's urban myth collection ""School Ghost Stories."" This was adapted into the children's book ""Hanako in the Toilet: Scary Stories of Your School"" (1993). Several artists then adapted this into the ""Here Comes Hanako"" manga; most of them also wrote the anime version, which was aired as a segment of the TV series ""Ponkikki Kids."" Episodes, introduced by Hanako, included ""The Haunted Cinema"" and ""The Cursed Promise Ring.""",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKzFaDnd08R62aqVNyB7IS4HQodcgXp-Jie7k6n7g4XmybQ0Jo4eLZ_33rxEy6acFg3TE_XBu11Cu81IpqXwzsEYwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K0eQ_vHvPXxqa725cET1c88pq9syc-8qbR3TUDTjNgTHe0KAaTeKAkgoQtC66jaueP2GJAb7ZR-HVwzdp9GUIDf/11363_1_9_8b.png
5.97,"['コメディ', 'ロマンス', '日常']",小梅ちゃんが行く!!,"Koume is a new Office Lady (OL), an employee of Caramel Ribbon, Inc., a firm of designers. This is the story of her days and nights, complete with humor unique to Osaka. Seen from outside, Kansai doesn't seem like the rest of Japan. Watching this show will make you an expert, even if you know nothing about the area right now. It's a humorous tale of life in a Japanese company, with Koume, her effeminate boss, and Kimi, a one-time girl gang member, as they try to sell (supposedly) new and fresh designs. The voice actors also come from Kansai, ensuring authenticity. (Source: AniDB)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGxuQACxqi0fkbGNWy3I1FNVVp7IJHSHb1stmXGueAUY1MYWQof1jYqvfGea1qxAfU-zPMJtkQ1PNr5iBTdT7-EWFbFqaVzd9RVCmD05WOvPtFDHRXu1-6NOyi5Cqr4mD4hpO2daJUW8yZ49BGN7xxmOxDbPmVWYSaxDhCFW2wWhpbb9v6P-XhhAdU4EcJrZmP3KfywFTKWbT5UEghedjQlcIxWbM6f78hQFcZebYtCnG/sddefault.jpg
7.31,"['コメディ', '日常']",くるねこ,Based on a manga about cats and their sake loving owner.,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7ujD3Ki8LXTmNYTvTaZEsVoKFr8f-w_kem5d6oR2-qJ-bWUkoFcwDWXxwq43-g5Xm8Eyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN23EC8GMjch-JxCXd5YaeYLfCMgli_uieKeIUzKz_4U9FewEZSVRYMGG63qvkhdHzBIK6zXPqU5adynMAJiChGl/10445_1_d2.jpg
6.18,"['コメディ', '日常']",ののちゃん,"Nono-chan is the eldest daughter in the Yamada family and a third-grade elementary school student. Her family consists of her father, Mr Yamada Takashi, her mother, Mrs Yamada Matsuko and her brother, Noboru, a junior high student. Together with her grandmother, the family of five makes up a pleasant Japanese family. Everyone is special and everyday is always filled with joy and surprise. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG_mr2N7ezHo11eT2xcCdBLEAO3wNHyC7z0s4YNKSyHLaxoYwfYUikmLh6Y5QJXP-EcXVKHPPpW-aHcS_Q4oHpoLPJQVfe0n_YVs5FK58NEAWoXAtSgGV-lyT6U6aV2P_xgz9APU_6jtg-AVSN-fy47HZ-frYo4b0WNfJ7weHT4nGkiCe8LeYt0tGqaCtaFVS_tBRDkGJkjJrVlW_6bOdv2ZM_33MakGIYVo4uxVj770mCofn02XVSjWYF_p4_-Rd2Q==/logo3.jpg
7.57,"['アクション', '歴史', '超能力', '格闘', 'サムライ']",戦国BASARA 弐,"The deadly confrontation with the Devil King, Oda Nobunaga is over, but the struggle for supremacy continues in Warring Countries-era Japan, as the armies of Takeda Shingen and Uesugi Kenshin repeatedly engage battle at Kawanakajima. Meanwhile, on the easternmost side of the battlefield, two outstanding characters bound by destiny—one clad in azure and the other in crimson—are about to clash in a long-awaited, decisive duel. Then a sudden dispatch informs that a huge army has surrounded the forces of Takeda, Uesugi and Date at Kakanakajima. Their leader is Toyotomi Hideyoshi, the man who inherited Nobunaga's dreams and ambitions, and who is now going to bring havoc over Japan once again! (Source: Production I.G)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2WXMiULl7SJveMa704M4geU3rf26vL8GfsGF37Fo6cuMs_b0EC3vQng-Lxyoj5ZcLFhVZoy-xqmx4Kn6tij9Vo_fXvkZTKMRmOVsTG4TvCSCBkGkIKf818jjM12eVE11M8lBV97Sf9hWzkUrnw0QBahcC1KAZX6XJPpTppXY__GDP0A9T_qO2D4BVI35_Ljsdn5-tijhvRY18nvB4dPicYHehghGEl3pEVM03adj_-xIYbbdpVBkGEBw6WdlqhKBfTg80omPrNhjkQsPn4MZXwmDLpW9CedD1AeFVzGTHL9/basara2_main.jpg
7.22,"['アクション', 'コメディ', '歴史', '悪魔', '超能力', '少年']",黒執事II,"The stage of Kuroshitsuji II opens on the life of Alois Trancy, the young heir to the Trancy earldom. Though he is privileged now, such was not always the case for the hot-tempered boy. Kidnapped and forced into slavery at a young age, he was eventually rescued and returned home, only to have his beloved father pass away soon after. However, there are certain individuals who doubt Alois' story and legitimacy. And rightfully so, because things in the Trancy household are not as they appear, starting with Alois' black-clad butler with supernatural abilities, Claude Faustus. Who exactly is the mysterious Claude, and what connection does he have with Alois? Amid the web of lies and deceit running rampant in the mansion, the bond between Alois and Claude will be tested as hell itself arrives at their doorstep.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2UiSatVCCtcIPJBr3Fd1KNzEan4Ip2r58Y9Nu6yedvtxKMURukkaz0FYmscFFxnhOmlMGFUTMb_1hUwYRbB89dfpWQtc-y889KOxbj01Oxy3hMJerfbEJ8Ze7J2BssBthJSZit7EMMtniJlcbVCbBOloNDl46NBqg7mIs3t0j_lCsuyyoxzuJNT0PMUKh7cZM2cq6u-58_Gh1j4VBUc1VdRcrMr4w6-yK2p1-VpVKDSqYiFJuCEpR8g839bNzs2YTQKdkHckMyz8LoGxxtmgX8K5_TPs6SaOj1wvEi5-zxksYaPIJLRFDO60ysNkGHPx2xz8JEN7Zy9QNOQhDCIINbccDIwH2NuGa9Yr0HQWxXAo8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqqE_CWB8YNuJScsxiE1zaXPq8XNnOEBucQR86094SXc39D-h9URABiMOJHRuGO8YahUaRl8-op4T-uyzn8YRhHc=/uUzvQ3lML_bkIqyakc1vFs5m5vWpmdnzwFmHSWX0ZqpavD46mtwj6zjjULrALg-9ckbs4n9Q_vkpC63ptYQDNQQPHM_r-jGHkfEbBzYjhFQ6r7H3-KUopBvMsyoREoF2lXO9BFLe2XLu-oj3keYy-Ykn8OfLYQhn-uhvvLjwJso2d_tnj5pDdzf4M_y-g9MsLvlSwNlrfvvaQZyFmoYAQJu3psbZ4_PaeclOkpqaNnk
6.24,"['アクション', 'ドラマ', 'ホラー', '吸血鬼']",ブレイド,"The story revolves around Blade, a ""Daywalker"" vampire hunter who was born with vampire and human blood after a vampire attacked his mother. While visiting Japan on a mission, Blade tracks down Deacon Frost, the vampire who killed his mother. Blade confronts ""Existence,"" a mysterious organization composed of vampires modified by Frost. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG0FspMo85hNxO3UvDz6kohIwuzxNJ8SexJQ7kgaHaHA7vuVb2Aos9Z7e4nGQMJbh5yMhO4UwTWzLbTclc5-ziUnNb_LfqaTnKH_vrnLI6MHNm6zjfJSTfzinRmyljD9TjXiYH0yZ-gGFzrQkcEZl5fv5WUqUABp88WsBsprNKttHoeWXhIIlwTtjVR0XURJaEk2O3oMfjw1Jl1rCKnzWQnYRAIa7wtpwMBoSO86tuEPWU5cprrLHmSr4Ri7deTPGiDhOdT_b-HyIJFU9kNoS-T8=/4547462080653_1L.jpg
5.68,"['コメディ', 'SF', '日常']",ウチュレイ！,"The ""summer supernatural teen comedy"" revolves around an ordinary high school boy named Takashi who ends up living with a space alien's spirit (uchūjin no yūrei) after a strange incident. He names the creature ""Uchurei"" and plans to keep it as a pet, but becomes possessed by it. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slsT_0NQumB5JM8tcLOU1D47Dl1MA6xeaQmhbxc8f9x3BIggfheT3VZvQQXUlSp7XonFW8qCg9JccEDAkW7qgTayoAgOERmond4rce8jpRphSmrlg_CZut-1eRwx49pFTf5RHBMk2k-BaeXR5Ligbk4Wwnc4sP0ehKainDNrk53GSx2fccnsolAmsJbUaey_dGFthWsTcKn077YDIn9sxF-5A==/81F69ie4XDL._AC_SY445_.jpg
6.25,"['SF', 'アドベンチャー', 'ロボット']",超人戦隊バラタック,"ate at night, at a lake surrounded by a peaceful forest, a mysterious spaceship landed on the water. The group that emerged from that ship kidnapped the head of space engineering, Professor Katou, and his family. The Professor's second son, American football player Yuuji, who had run away from home was in the middle of a game and knew nothing of what had happened. The four young people watching him were Mark, Dickey, Franco, and Yuri. They were a team of four psychics who had been training in a secret base. They had seen the previous night's events and believed them to be an alien attack. Believing their only option to be the transforming robot Baratack, they used their psychic powers to kidnap Yuuji. Baratack could only move by combining the powers of Yuuji and the other four acting as one. When all five, including the astonished Yuuji, cried ""Pentagoras Unite!” Baratack emerged. Yuuji was overcome with a violent rage, his fighting spirit burning to defeat the Golteus reptile army. (Source: Official Website)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2E-Sg2-7FDTZANwvnBP0L8fCu8JH5BxSVL3lAhv-slsOweUZ2oF8prlsHz618BK6WNEsmk5P0gWjtaAIRZ00LcggfheT3VZvQQXUlSp7XonFW8qCg9JccEDAkW7qgTayoAgOERmond4rce8jpRphSmrlg_CZut-1eRwx49pFTf51UDEv36jSeuSN16mO_e8jffaLVx9pbR11CLO3Sc7U0SbUShlDksHHVFHZp9zS78CWnUCy3AZ21O0SQyJ5ECvpA==/81KbYWEtIIL._AC_SX679_.jpg
7.07,"['SF', 'ミステリー', 'コメディ', '超能力', '学園']",世紀末オカルト学院,"The story revolves around Maya, the daughter of the former Headmaster of Waldstein Academy, and a time traveling agent Fumiaki Uchida. In the year 2012, the world had been invaded by aliens and time travelers were sent back to the year 1999 in order to find and destroy the Nostradamus Key, which Nostradamus Prophecy foretold as what would bring about the apocalypse. The series then turns to the year 1999, where Maya returns to the Academy with the intention of destroying the Academy by superseding her late father's position as the principal. Her plan was interrupted when she meets Fumiaki and learns of the forthcoming destruction. Despite being distrusting towards Fumiaki, they form a pact to look for the Nostradamus Key. In order to find the Nostradamus Key, time agents were provided with specially created cell phones. When a user finds an object of interest, by thinking of destroying it and taking a photo, and if the resulting image is that of a peaceful world, then the subject is the Nostradamus Key. Conversely, if the subject is not the Nostradamus Key, then the photo displays destruction. By using the phone, Maya and Fumiaki investigates occult occurrences as they occur in the town. (Source: Wikipedia)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrK95h7VRYJ2K7-QpXeEo_boIriIG_iFhw_HqY0Yfnkb-t98qx4P_1EIDFv94VhjqZhjKl8bX0KmtyIXbEZXJqXdMEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN269vEjkMiqZggXJFaQSsPHPZxPYuEyvnpKhasSVe027Q6NYFQFsOwVdFB6KPxsqZa6Cn22ztRiWSoz97ugUODG/23978_1_d2.jpg
6.31,"['アドベンチャー', 'ファンタジー', 'ハーレム', '魔法']",祝福のカンパネラ,"The story takes place in a trading city Ert'Aria. Leicester Maycraft is an item engineer belonging to an adventurer guild ""Oasis."" One night, he is at a party with his friends to see a meteor stream on the rooftop of a chapel. One meteor grazes them and hits the steeple of the chapel. There he finds a secret room and a sleeping girl. The girl wakes up and says ""You must be my father!"" The encounter with the mysterious girl brings an unexpected adventure to Leicester.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7omltfdIpcsi_sEYe9vCRqwKFr8f-w_kem5d6oR2-qJ-VQdewRN-OBF2BHXYqQrAasEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN3yBhjdCVyPQQV5xdIRlpjtQBXn5al1-j3KsRGIWjmVX10n7XAGJhohO5fR2czrVM2qmZhmm6sdbncmagUFLzMi/10315_1_d2.jpg
7.65,"['アクション', '悪魔', '少年', '超能力']",ぬらりひょんの孫,"kuo Nura, a part-youkai and part-human boy, grew up as the young master of the Nura Clan. Comprising youkai of all shapes and sizes, Rikuo treated the clan like family, however, he learned that he was the only one among his classmates who saw them in this light. To most, they were terrifying creatures of folklore who ate children and relished in bloodshed. Taking this to heart, he swore to live his life as a normal human. Normalcy, however, is hard to come by for young Rikuo. Complicating his goal are his youkai attendant, who under the name Tsurara Oikawa, goes to school alongside him; the young onmyouji Yura Keikain; and his close friend Kiyotsugu, who idolizes youkai and hopes to prove their existence. To make matters worse, rival youkai and other entities threaten to harm those Rikuo holds dear. If he wants to protect what's important to him, Rikuo must acknowledge his ancestry—that he is the grandson of the legendary Nurarihyon—and transform at night into a youkai, becoming worthy of being the next leader of the Nura Clan.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2A8r7NWTZGjOaXJAznWKmq_MglouWRhuHKTAVqEwsKH5b9UG-chcGcHJnagxcbw3bBH49AE6EpRZF-JylQ83maOscoqHYD2u9qDc0ZEUM5uU_SGE4oTRZXTbGnwI59IPykbkqjKswAjuBVYiRiTks6Vzua3c4MjoDAwngCiK_6XWFV00-fwYkXUln6Fj_cpyJS-Wr5AEizUjK-UhkK4NnXTNZvDt4np1T9kti6o0p3NYsTkeD-Hcr5WtLc0VA0dN8n_FITfOFEJSLJD17cJLqD1gM4HpzZr4eq_7h8pzvWy/nuramago-makyo-key.jpg
7.59,"['コメディ', '学園', '日常']",みつどもえ,"The 11-year-old Marui triplets could not be any more different. The oldest one, Mitsuba, is sadistic and kind of mature for her age. The middle one, Futaba, is perverted and very athletic and has the strength of a full-grown man. The youngest one, Hitoha, is generally very quiet and gentle but when push comes to shove, she might just be the strongest, the most perverted and the most sadistic out of the three. The three are all in the same class, led by the newly graduated teacher Yabe Satoshi. He usually gets pushed around by the girls and, on occasion, abused but the triplets also try to lead him and the new school nurse, the clumsy Kuriyama Aiko, together. However, Yabe had no intention of dating Aiko and the methods the triplets use to accomplish their goal are highly unorthodox...",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKMhRtbBW9-PAGcssQno8qS8e6rgSKW-LHA2AlCvBgIdFG6unlpMDd0fPB5yS5B5zNwUzTYInRIG-nneQVTby8a8Eyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN2jAdwnPLUQNZkC5BCO0ApRhIHDe1IT6Qn2YKuEnv3RVH0H0Rq6zFGH8g2NnY5Y_aBHXa7VpKUADoEHU1tJ4J5D/22619_1_d2.jpg
7.79,"['ホラー', 'ミステリー', '超能力', 'スリラー', '吸血鬼']",屍鬼,"Fifteen-year-old Megumi Shimizu dreamed of a glamorous life in the big city; however, her unexpected death in the quiet village of Sotoba marks the beginning of what appears to be a ferocious epidemic that turns the hot summer into a season of blood and terror. A young doctor named Toshio Ozaki begins to doubt the nature of the disease and comes to understand that to discover the truth, he must abandon his humanity. Meanwhile, Natsuno Yuuki, an antisocial youth from the city, is haunted by the sudden death of Megumi and must realize the pain of friendship in the face of his own tragedy. Toshio and Natsuno form an unlikely pair as they work together to save Sotoba before it transforms into a ghost town of vampires. Shiki , adapted from the horror novel written by Fuyumi Ono, goes beyond the average vampire story. It tells the tragic tale of survival in a world where one cannot easily distinguish between good and evil. Abandoned by God, the Shiki, as the vampires call themselves, have only their will to live as they clash with the fear of the paranoid/unbelieving villagers. Shiki explores the boundary that separates man from monster.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1rbWlT5qhLeO5qVZKQ55VwBXGLo3BXs4fLESb83xcgcXkAiQXm5-tq80nFwRNJdVDJmc0R2I61hIZSiBRzUV-8yujkacz3-zhaQ-NJ_zN_sy0cgE1wElJaeNcwQ2Y2g5Czo_Q11jdOGc47oRPlrVRWxO7RHsOUEcE3A8IUotNDJZCZG8EANX-J7FsnAR0Dgdc1-OIPUw5rLSVcRTTlLEKSM9PpHSoUytbxswQu3_MFA/top.jpg
7.22,"['コメディ', 'パロディ', 'ロマンス']",オオカミさんと七人の仲間たち,"Ookami Ryouko is a spunky and, by some accounts, rather manly high school girl. She is tall, speaks in a traditionally masculine way and is very proficient in fighting. Ookami-san's best friend is the small and high-pitched voiced Akai Ringo. Incidentally, the two are rather flat-chested, a fact the Narrator (voiced by Arai ""Kuroko"" Satomi of Railgun fame) is all too eager to point out. Ookami and Ringo are members of the Otogi Bank, a club in Otogi High School that assists students with their problems in return for their assistance on a different problem at a later date; thus the Otogi Bank is effectively a loan institute for problems where you can take out a loan for a solved problem but you have to repay it sooner or later. The Otogi Bank is able to solve any problem and will go to any lengths to do so, often leading the members to danger or mayhem. Since most of the members of the club are female, another male is needed for the more dangerous assignments. Thus, the scopophobic (the fear of being looked at) Morino Ryoushi is inducted as a member, right after he confesses his love for Ookami...",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKdvWrLmRQ1y1wCGmVtIdr7vt8UdqxhFAaJ5SoHbVYd208ocRrhs0lMwDIHop_ULweKVnBq21yVUzLu2F-0NiUP4wQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K3LH3r4aZ4fd0krck-xNR3KG8ejM_VMeuFyNpMuL_cLwNHjLKmqbCn0wMYSgat4IkppcF-cM7SIddLsiCO0aUD3/10670_1_9_8b.png
